StudentID,Age,Gender,Standard,AttendanceRate,AverageMarks,BehaviorIncidents,Extracurriculars,ParentEducationLevel,DropoutStatus
16094,13,F,8,0.69,84,4,0,HighSchool,1
16095,13,F,8,0.71,85,0,1,MiddleSchool,1
16096,12,F,7,0.78,49,1,2,Bachelor,0
16097,11,M,6,0.86,40,8,0,Bachelor,0
16098,13,M,8,0.93,51,2,3,Bachelor,0
16099,11,M,6,0.73,84,7,4,Bachelor,0
16100,12,F,7,0.91,88,2,4,HighSchool,0
16101,13,F,8,0.98,94,8,0,HighSchool,0
16102,13,F,8,0.62,40,5,0,HighSchool,1
16103,13,F,8,0.69,51,5,2,Bachelor,0
16104,13,F,8,0.95,63,0,0,Bachelor,0
16105,12,M,7,0.75,65,4,3,Master,0
16106,15,F,10,0.72,65,5,4,MiddleSchool,0
16107,15,M,10,0.96,82,8,4,HighSchool,0
16108,12,M,7,1.0,87,8,1,Bachelor,1
16109,11,F,6,0.87,87,4,3,MiddleSchool,1
16110,13,F,8,0.88,65,6,2,Doctorate,0
16111,11,M,6,0.7,94,0,3,Bachelor,0
16112,13,M,8,0.92,66,4,2,MiddleSchool,1
16113,13,M,8,0.73,75,8,0,Bachelor,0
16114,15,F,10,0.82,47,4,0,HighSchool,0
16115,14,M,9,0.75,61,7,0,MiddleSchool,0
16116,14,F,9,0.99,81,1,0,HighSchool,0
16117,15,F,10,0.77,41,1,2,Doctorate,0
16118,15,M,10,0.66,82,0,0,HighSchool,1
16119,12,F,7,0.71,69,2,2,Doctorate,0
16120,13,F,8,0.96,86,3,4,Doctorate,1
16121,14,M,9,0.71,54,4,2,HighSchool,1
16122,12,M,7,0.66,50,6,1,Doctorate,1
16123,11,F,6,0.82,92,0,0,Doctorate,0
16124,15,M,10,0.85,63,3,1,HighSchool,1
16125,15,M,10,0.89,93,3,1,HighSchool,0
16126,11,M,6,0.64,95,0,2,MiddleSchool,0
16127,14,F,9,0.74,56,7,3,MiddleSchool,0
16128,12,M,7,0.85,87,1,4,Doctorate,0
16129,15,M,10,0.67,77,3,2,Master,0
16130,11,F,6,0.76,88,0,4,Master,0
16131,15,F,10,0.78,87,7,0,Master,1
16132,12,M,7,0.61,81,8,4,Master,1
16133,11,F,6,0.72,67,2,0,Bachelor,0
16134,11,F,6,0.66,49,5,4,Doctorate,0
16135,14,F,9,0.71,54,3,2,Master,0
16136,14,F,9,0.88,43,4,1,MiddleSchool,1
16137,12,M,7,0.82,48,4,3,Doctorate,0
16138,12,M,7,0.9,72,0,3,MiddleSchool,0
16139,15,M,10,0.69,47,2,0,Master,1
16140,15,M,10,0.62,76,3,4,MiddleSchool,1
16141,11,F,6,0.84,61,7,3,HighSchool,0
16142,11,M,6,0.79,62,3,3,Master,0
16143,11,M,6,0.66,43,8,0,MiddleSchool,0
16144,11,F,6,0.83,84,2,4,Doctorate,0
16145,15,M,10,0.92,85,3,2,MiddleSchool,0
16146,14,F,9,0.86,73,0,4,HighSchool,0
16147,13,M,8,0.91,85,2,0,HighSchool,0
16148,13,F,8,0.66,93,4,0,Doctorate,0
16149,11,M,6,0.75,90,5,4,Master,0
16150,14,M,9,0.64,91,4,0,Bachelor,0
16151,11,F,6,0.99,68,1,1,Master,0
16152,15,M,10,0.75,63,6,4,Bachelor,1
16153,15,M,10,0.84,46,2,2,Bachelor,0
16154,13,M,8,0.77,65,7,3,Master,0
16155,15,F,10,0.89,47,0,0,Master,0
16156,11,F,6,0.65,47,7,2,Master,0
16157,13,M,8,0.7,61,5,4,Doctorate,1
16158,15,F,10,0.6,86,7,4,HighSchool,0
16159,14,F,9,0.81,58,1,0,MiddleSchool,0
16160,11,F,6,0.78,66,5,4,Master,0
16161,13,M,8,0.9,72,5,3,HighSchool,0
16162,11,M,6,0.68,71,5,2,MiddleSchool,0
16163,11,F,6,0.84,74,0,2,Bachelor,0
16164,13,F,8,0.81,66,1,1,Master,0
16165,15,F,10,0.87,51,2,1,Bachelor,1
16166,13,M,8,0.68,58,0,0,Doctorate,0
16167,12,F,7,0.98,74,4,2,Bachelor,0
16168,14,F,9,0.99,61,7,0,Master,1
16169,12,M,7,0.69,69,5,1,HighSchool,0
16170,12,M,7,0.74,42,6,0,Bachelor,0
16171,15,M,10,0.66,91,7,2,Master,0
16172,14,M,9,0.79,74,8,0,Master,1
16173,12,M,7,0.72,71,7,4,Master,0
16174,11,F,6,0.93,55,6,3,Bachelor,0
16175,15,F,10,0.84,52,1,4,HighSchool,0
16176,15,F,10,0.94,63,2,4,Master,0
16177,14,F,9,0.73,93,0,0,Doctorate,0
16178,13,M,8,0.94,63,1,0,Doctorate,0
16179,14,M,9,0.98,81,5,2,MiddleSchool,0
16180,11,F,6,0.94,74,8,2,HighSchool,0
16181,11,M,6,0.76,54,0,1,HighSchool,0
16182,13,F,8,0.92,45,2,2,Doctorate,1
16183,12,F,7,0.79,87,6,3,MiddleSchool,0
16184,13,F,8,0.75,53,5,2,MiddleSchool,0
16185,11,M,6,0.69,85,3,3,MiddleSchool,1
16186,11,F,6,0.96,61,2,2,Bachelor,1
16187,13,M,8,0.97,42,0,4,HighSchool,0
16188,12,M,7,0.98,85,2,2,HighSchool,0
16189,14,M,9,0.63,74,4,2,Bachelor,1
16190,14,F,9,0.9,57,4,3,Bachelor,0
16191,14,F,9,0.89,94,4,4,Doctorate,1
16192,13,F,8,0.98,52,2,2,Doctorate,0
16193,15,M,10,0.86,57,1,2,Bachelor,0
16194,13,F,8,0.72,70,2,0,Doctorate,1
16195,11,F,6,0.65,71,6,1,Bachelor,0
16196,14,M,9,0.7,64,0,2,Bachelor,0
16197,14,F,9,0.87,91,1,1,Master,0
16198,11,F,6,0.62,66,3,1,Bachelor,1
16199,12,F,7,0.62,84,2,2,Master,0
16200,13,M,8,0.92,48,1,4,MiddleSchool,0
16201,15,M,10,0.67,89,7,2,Doctorate,0
16202,13,F,8,0.99,87,6,4,Bachelor,0
16203,14,M,9,0.77,74,5,3,MiddleSchool,0
16204,12,M,7,0.68,91,6,0,MiddleSchool,0
16205,13,F,8,0.85,75,2,1,Bachelor,0
16206,13,M,8,1.0,49,1,3,Bachelor,0
16207,13,F,8,0.78,50,2,4,MiddleSchool,0
16208,14,M,9,0.73,76,6,3,MiddleSchool,0
16209,13,F,8,0.98,89,7,2,Doctorate,0
16210,11,M,6,0.82,55,8,1,Bachelor,0
16211,13,F,8,0.98,62,2,4,Master,0
16212,12,F,7,0.66,51,4,2,MiddleSchool,1
16213,14,F,9,0.8,94,1,2,HighSchool,0
16214,11,M,6,0.91,65,7,2,HighSchool,1
16215,15,F,10,0.98,82,8,2,Doctorate,0
16216,11,F,6,0.73,81,0,3,Master,0
16217,14,F,9,0.9,56,4,1,Master,1
16218,12,M,7,0.9,46,4,0,MiddleSchool,0
16219,11,M,6,0.64,84,1,1,Master,0
16220,15,M,10,0.77,88,6,0,MiddleSchool,0
16221,15,F,10,0.89,50,0,4,Master,0
16222,14,M,9,0.77,48,5,3,HighSchool,0
16223,13,M,8,0.66,77,2,2,Master,0
16224,14,M,9,1.0,58,7,4,Master,0
16225,13,F,8,0.71,91,3,0,MiddleSchool,0
16226,12,F,7,0.81,77,5,0,Bachelor,0
16227,13,F,8,0.61,94,1,4,MiddleSchool,0
16228,14,M,9,0.67,44,1,4,Doctorate,1
16229,12,F,7,0.92,40,1,0,Doctorate,1
16230,15,M,10,0.91,41,4,4,Master,0
16231,13,F,8,0.73,50,1,4,HighSchool,0
16232,13,F,8,0.73,64,3,3,Doctorate,0
16233,14,M,9,1.0,71,0,1,MiddleSchool,0
16234,14,F,9,0.68,49,6,4,MiddleSchool,0
16235,11,F,6,0.89,72,6,2,Master,0
16236,12,M,7,0.89,67,5,2,HighSchool,0
16237,15,F,10,0.92,56,4,2,MiddleSchool,0
16238,12,F,7,0.87,51,0,2,Master,0
16239,11,M,6,0.86,53,6,0,Bachelor,0
16240,14,F,9,0.77,82,2,2,MiddleSchool,0
16241,15,M,10,0.85,80,6,1,Master,0
16242,14,F,9,0.61,53,5,4,HighSchool,1
16243,13,F,8,0.75,46,6,0,Bachelor,1
16244,15,F,10,0.94,45,1,4,MiddleSchool,0
16245,11,M,6,0.94,72,6,0,Bachelor,1
16246,13,M,8,0.93,87,0,2,Doctorate,0
16247,14,F,9,0.96,76,6,0,Doctorate,1
16248,11,M,6,0.86,60,2,0,HighSchool,0
16249,14,F,9,0.73,59,1,0,Bachelor,0
16250,15,F,10,0.85,94,0,0,Master,0
16251,12,M,7,0.65,58,4,1,Bachelor,0
16252,14,M,9,0.72,79,5,0,Bachelor,1
16253,15,M,10,0.88,51,4,2,MiddleSchool,1
16254,12,M,7,0.64,75,1,0,Doctorate,0
16255,14,M,9,0.76,60,7,1,Bachelor,0
16256,14,M,9,0.61,68,1,3,HighSchool,0
16257,15,F,10,0.6,73,7,1,MiddleSchool,0
16258,15,F,10,0.69,87,3,3,Doctorate,1
16259,12,M,7,0.85,78,3,3,Doctorate,0
16260,13,F,8,0.81,43,7,2,HighSchool,1
16261,15,F,10,0.83,53,1,2,MiddleSchool,0
16262,15,M,10,0.86,73,4,2,Bachelor,0
16263,15,M,10,0.81,66,2,0,MiddleSchool,1
16264,14,F,9,0.99,57,4,1,Bachelor,0
16265,13,F,8,0.69,45,1,1,HighSchool,0
16266,15,M,10,0.62,62,3,0,MiddleSchool,0
16267,15,M,10,0.81,87,5,0,Doctorate,0
16268,15,M,10,0.82,48,1,3,Bachelor,1
16269,14,F,9,0.95,73,2,1,HighSchool,0
16270,11,M,6,0.87,62,0,2,MiddleSchool,1
16271,15,F,10,0.67,45,7,0,Doctorate,0
16272,12,M,7,0.64,61,5,4,Master,1
16273,15,M,10,0.88,48,5,0,Doctorate,0
16274,15,M,10,0.96,69,8,1,HighSchool,0
16275,14,F,9,0.71,93,5,3,Master,0
16276,12,M,7,0.95,93,3,4,Master,0
16277,12,M,7,0.6,94,7,1,MiddleSchool,1
16278,13,F,8,0.94,76,4,3,Master,0
16279,11,F,6,0.81,64,2,0,Master,0
16280,12,M,7,0.83,62,6,1,Bachelor,0
16281,12,F,7,0.9,79,7,4,HighSchool,0
16282,12,M,7,0.83,62,8,2,Bachelor,0
16283,11,M,6,0.77,60,4,1,Doctorate,1
16284,15,M,10,0.68,91,4,4,Doctorate,0
16285,15,F,10,0.72,47,7,1,Bachelor,0
16286,14,M,9,0.7,68,0,3,Doctorate,0
16287,12,M,7,0.76,46,0,0,Master,1
16288,13,M,8,0.83,66,8,1,Master,0
16289,13,F,8,0.67,86,7,0,Bachelor,0
16290,14,M,9,0.77,83,7,1,Doctorate,0
16291,11,F,6,0.7,49,5,3,HighSchool,1
16292,12,F,7,0.97,50,1,0,Bachelor,0
16293,13,M,8,0.7,68,2,3,HighSchool,0
16294,13,F,8,0.83,81,1,1,HighSchool,0
16295,13,M,8,0.63,41,0,2,Master,0
16296,12,M,7,0.64,60,8,1,Master,0
16297,13,F,8,0.89,79,3,4,HighSchool,1
16298,13,F,8,0.69,43,3,2,Bachelor,1
16299,15,M,10,0.97,81,2,1,HighSchool,1
16300,11,F,6,0.71,65,2,4,Master,0
16301,12,M,7,0.62,80,3,4,MiddleSchool,0
16302,13,F,8,0.92,50,6,0,Doctorate,0
16303,14,F,9,0.72,54,3,4,HighSchool,0
16304,12,M,7,0.7,75,6,2,MiddleSchool,1
16305,12,F,7,0.76,58,2,2,Bachelor,0
16306,11,M,6,0.66,53,7,0,HighSchool,0
16307,15,M,10,0.94,53,2,1,HighSchool,0
16308,13,M,8,0.68,79,7,2,MiddleSchool,0
16309,11,F,6,0.73,62,6,0,Bachelor,1
16310,14,M,9,0.91,78,0,2,HighSchool,0
16311,12,M,7,0.62,84,0,2,HighSchool,0
16312,14,M,9,0.73,66,5,4,Master,0
16313,11,M,6,0.6,78,2,2,HighSchool,0
16314,15,F,10,0.87,78,2,3,HighSchool,0
16315,13,F,8,0.81,65,7,0,Bachelor,1
16316,13,F,8,0.67,94,7,3,Master,0
16317,15,F,10,0.9,59,2,3,HighSchool,0
16318,12,F,7,0.69,40,0,0,Master,0
16319,12,M,7,0.95,74,6,4,Doctorate,0
16320,11,F,6,0.65,87,7,0,Doctorate,0
16321,15,M,10,0.7,70,1,0,MiddleSchool,1
16322,15,F,10,0.97,58,0,0,Bachelor,0
16323,11,F,6,0.85,54,6,3,Master,0
16324,12,M,7,0.81,83,2,2,Master,0
16325,13,M,8,0.74,67,5,0,Master,0
16326,15,F,10,0.8,42,4,4,MiddleSchool,1
16327,15,F,10,0.9,94,2,2,HighSchool,0
16328,11,F,6,0.95,76,4,2,HighSchool,0
16329,12,F,7,0.8,61,7,2,Bachelor,1
16330,15,F,10,0.78,68,3,1,MiddleSchool,0
16331,11,M,6,0.95,41,1,4,Bachelor,0
16332,13,M,8,0.89,45,7,4,Bachelor,0
16333,14,F,9,0.92,68,5,4,MiddleSchool,1
16334,14,M,9,0.67,67,6,4,Bachelor,0
16335,12,M,7,0.92,75,6,1,Bachelor,0
16336,12,M,7,0.76,54,3,2,HighSchool,0
16337,15,M,10,0.66,89,7,3,Master,0
16338,11,M,6,0.84,51,3,4,Doctorate,0
16339,13,F,8,0.6,77,8,3,MiddleSchool,1
16340,15,F,10,0.73,54,2,0,Master,0
16341,15,F,10,0.86,89,2,1,MiddleSchool,0
16342,12,F,7,0.85,40,0,4,MiddleSchool,0
16343,15,F,10,0.69,52,5,4,Bachelor,1
16344,13,M,8,0.77,82,4,0,Master,1
16345,12,F,7,0.83,54,8,0,Master,0
16346,13,F,8,0.77,40,1,1,Master,0
16347,11,F,6,0.68,47,2,2,Doctorate,0
16348,14,F,9,0.82,58,1,3,HighSchool,1
16349,11,F,6,0.94,78,5,3,HighSchool,0
16350,12,M,7,0.73,41,3,4,HighSchool,0
16351,11,M,6,0.98,89,8,4,Master,0
16352,11,F,6,0.67,62,5,3,Doctorate,0
16353,12,M,7,0.95,51,0,4,MiddleSchool,0
16354,11,M,6,0.74,47,0,2,Bachelor,1
16355,14,M,9,0.89,63,8,0,Doctorate,0
16356,11,M,6,0.98,88,6,4,Bachelor,0
16357,13,F,8,0.65,49,1,2,MiddleSchool,0
16358,12,M,7,0.6,63,5,2,Bachelor,1
16359,12,F,7,0.78,89,6,3,Bachelor,1
16360,14,F,9,0.63,50,0,2,Doctorate,1
16361,12,F,7,0.63,69,8,3,HighSchool,0
16362,13,F,8,0.63,94,7,4,Master,0
16363,13,F,8,0.83,51,8,0,HighSchool,0
16364,15,M,10,0.64,43,7,1,HighSchool,0
16365,14,M,9,0.73,89,4,4,Master,1
16366,14,F,9,0.7,78,1,1,Doctorate,0
16367,14,F,9,0.75,86,1,4,Bachelor,0
16368,14,F,9,0.85,65,8,3,Master,1
16369,13,F,8,0.84,90,2,2,Doctorate,0
16370,14,M,9,0.81,41,7,1,Doctorate,1
16371,11,M,6,0.73,77,2,0,Doctorate,0
16372,11,M,6,0.78,59,8,1,Bachelor,0
16373,11,F,6,0.79,61,8,0,Doctorate,0
16374,12,F,7,0.88,82,6,2,Master,1
16375,13,M,8,0.81,53,3,4,Doctorate,1
16376,15,F,10,0.7,53,7,0,HighSchool,0
16377,14,F,9,0.61,40,1,2,Master,0
16378,11,F,6,0.75,61,3,2,MiddleSchool,0
16379,12,F,7,0.88,95,1,1,HighSchool,1
16380,15,M,10,0.87,42,7,1,Master,0
16381,14,M,9,0.82,81,1,3,Doctorate,0
16382,11,M,6,0.88,44,0,2,Bachelor,0
16383,15,M,10,0.64,87,5,2,MiddleSchool,0
16384,11,F,6,0.61,79,4,3,Master,0
16385,12,F,7,0.86,66,3,0,MiddleSchool,0
16386,14,F,9,0.93,43,3,3,Bachelor,1
16387,15,M,10,0.61,49,1,2,MiddleSchool,1
16388,12,M,7,0.67,77,0,3,Bachelor,0
16389,12,M,7,0.76,86,3,1,HighSchool,0
16390,11,F,6,0.82,72,3,1,HighSchool,0
16391,13,F,8,0.98,45,2,3,MiddleSchool,0
16392,15,F,10,0.62,64,8,1,Bachelor,0
16393,13,F,8,0.78,44,1,2,Doctorate,0
16394,15,M,10,0.79,44,1,0,Doctorate,1
16395,15,F,10,0.6,84,6,2,Bachelor,0
16396,15,F,10,0.72,69,6,1,Bachelor,1
16397,15,F,10,0.86,65,1,3,MiddleSchool,0
16398,15,M,10,0.95,57,2,4,Bachelor,0
16399,11,F,6,0.82,40,2,4,MiddleSchool,0
16400,13,M,8,0.71,95,6,2,Bachelor,0
16401,13,M,8,0.61,76,3,0,Master,0
16402,11,M,6,0.97,81,4,2,Doctorate,0
16403,12,M,7,0.87,88,2,1,Master,0
16404,11,F,6,0.8,79,4,2,HighSchool,1
16405,15,F,10,0.84,93,1,3,MiddleSchool,0
16406,14,M,9,0.94,78,7,3,Doctorate,1
16407,11,M,6,0.61,72,8,4,Doctorate,0
16408,12,F,7,0.95,93,1,4,HighSchool,0
16409,14,F,9,1.0,76,7,3,Bachelor,0
16410,13,F,8,0.67,73,4,3,HighSchool,0
16411,11,F,6,0.81,49,8,2,Doctorate,1
16412,12,F,7,0.64,74,5,2,Doctorate,0
16413,14,F,9,0.71,56,3,4,HighSchool,0
16414,13,F,8,0.84,91,3,4,Bachelor,0
16415,12,F,7,0.8,73,1,4,Master,1
16416,15,M,10,0.8,45,0,3,MiddleSchool,0
16417,11,F,6,0.82,44,6,4,MiddleSchool,1
16418,12,M,7,0.74,75,3,2,MiddleSchool,0
16419,13,F,8,0.74,70,6,3,Master,0
16420,13,F,8,0.61,61,6,3,MiddleSchool,0
16421,13,F,8,0.75,58,6,0,MiddleSchool,0
16422,13,F,8,0.7,54,8,3,MiddleSchool,0
16423,11,M,6,0.7,79,2,4,Bachelor,0
16424,14,M,9,0.99,90,0,3,Bachelor,0
16425,12,F,7,0.74,52,6,0,Doctorate,0
16426,14,F,9,0.75,55,0,1,Master,0
16427,11,M,6,0.73,72,3,0,HighSchool,1
16428,13,F,8,0.72,77,5,1,Master,0
16429,13,M,8,0.85,69,6,3,MiddleSchool,0
16430,15,M,10,0.97,86,5,4,HighSchool,0
16431,14,M,9,0.72,95,4,0,HighSchool,0
16432,14,M,9,0.89,91,8,1,HighSchool,0
16433,11,F,6,0.87,76,8,2,Master,0
16434,14,F,9,0.96,73,4,3,Bachelor,0
16435,12,F,7,0.84,42,7,4,Master,1
16436,14,M,9,0.91,95,6,1,HighSchool,0
16437,13,F,8,0.88,92,3,1,Bachelor,1
16438,11,F,6,0.83,80,1,3,Doctorate,1
16439,15,F,10,0.95,78,6,2,Doctorate,0
16440,15,F,10,0.98,82,7,4,Bachelor,0
16441,11,F,6,0.65,80,2,2,Bachelor,1
16442,14,F,9,0.79,78,8,1,Doctorate,1
16443,14,M,9,0.92,52,2,4,Bachelor,0
16444,15,F,10,0.78,53,6,4,MiddleSchool,1
16445,11,F,6,0.76,53,7,1,Master,0
16446,13,M,8,0.9,92,1,2,MiddleSchool,0
16447,15,M,10,0.76,90,2,1,Bachelor,0
16448,11,F,6,0.88,91,2,3,MiddleSchool,0
16449,15,M,10,0.69,46,7,3,MiddleSchool,0
16450,12,M,7,0.91,75,7,1,HighSchool,0
16451,11,M,6,0.63,71,2,4,Bachelor,1
16452,14,M,9,0.81,59,3,1,Bachelor,0
16453,11,F,6,0.63,88,0,3,HighSchool,0
16454,14,F,9,0.71,54,5,3,HighSchool,1
16455,14,F,9,0.72,77,0,2,MiddleSchool,0
16456,12,M,7,0.92,90,6,3,HighSchool,0
16457,15,M,10,0.93,68,4,4,Master,0
16458,14,F,9,0.87,95,1,1,HighSchool,0
16459,15,F,10,0.72,41,7,3,HighSchool,1
16460,11,M,6,0.61,71,3,4,MiddleSchool,1
16461,14,F,9,0.7,64,2,3,Bachelor,0
16462,14,M,9,0.86,66,0,2,MiddleSchool,0
16463,12,F,7,0.97,89,1,1,Doctorate,0
16464,11,F,6,0.96,45,5,1,HighSchool,0
16465,11,M,6,0.94,54,6,3,HighSchool,0
16466,11,M,6,0.68,67,6,0,Bachelor,0
16467,15,M,10,0.8,48,1,4,HighSchool,1
16468,14,F,9,0.9,91,5,4,Master,0
16469,11,M,6,0.79,46,1,2,Doctorate,0
16470,14,M,9,0.64,60,1,4,Bachelor,1
16471,11,F,6,0.89,59,3,2,Master,1
16472,12,M,7,0.78,70,7,4,Doctorate,1
16473,12,F,7,0.93,87,8,0,Bachelor,0
16474,12,F,7,0.71,65,0,0,Bachelor,0
16475,13,M,8,0.79,69,5,0,Bachelor,0
16476,14,F,9,0.77,91,1,0,Bachelor,1
16477,14,M,9,0.76,76,3,4,HighSchool,0
16478,14,M,9,0.73,85,2,1,Master,0
16479,15,M,10,0.83,82,7,2,Doctorate,0
16480,15,M,10,0.77,50,2,3,HighSchool,0
16481,15,M,10,0.74,79,5,0,Bachelor,0
16482,15,F,10,0.86,63,3,0,MiddleSchool,0
16483,14,F,9,0.99,81,7,0,Master,0
16484,12,M,7,0.85,80,6,2,Master,1
16485,15,M,10,0.76,81,8,2,Doctorate,0
16486,13,M,8,0.79,79,4,4,Bachelor,0
16487,12,M,7,0.74,95,1,0,HighSchool,0
16488,11,M,6,0.96,74,5,2,Master,0
16489,14,F,9,0.89,69,5,2,Master,0
16490,15,M,10,0.96,48,5,1,Bachelor,1
16491,15,M,10,0.99,44,0,2,HighSchool,0
16492,12,F,7,0.63,51,8,0,HighSchool,0
16493,11,M,6,0.85,49,8,0,Doctorate,0
16494,15,M,10,0.63,58,7,0,Bachelor,1
16495,15,F,10,0.93,73,0,4,Bachelor,0
16496,12,M,7,0.6,81,2,4,Master,1
16497,11,F,6,0.88,59,1,3,Bachelor,0
16498,12,M,7,0.78,62,1,0,HighSchool,0
16499,14,F,9,0.72,85,3,2,HighSchool,0
16500,15,F,10,0.71,68,8,1,Doctorate,0
16501,13,F,8,0.89,82,8,0,Bachelor,1
16502,13,F,8,0.6,76,6,0,Master,0
16503,11,M,6,0.92,69,6,4,Bachelor,0
16504,12,M,7,1.0,51,4,1,Bachelor,0
16505,12,M,7,0.78,62,1,3,MiddleSchool,1
16506,14,F,9,0.61,74,1,2,Doctorate,0
16507,14,F,9,0.74,76,2,0,Bachelor,1
16508,15,M,10,0.83,49,0,3,MiddleSchool,0
16509,11,M,6,0.76,44,6,1,Bachelor,1
16510,12,F,7,0.74,83,4,1,Master,0
16511,15,F,10,0.92,57,7,4,HighSchool,0
16512,13,F,8,0.91,71,2,2,HighSchool,0
16513,14,M,9,0.71,78,7,4,Bachelor,0
16514,11,M,6,0.67,65,0,0,Bachelor,0
16515,15,M,10,0.96,80,6,2,Bachelor,0
16516,15,M,10,0.8,71,4,4,HighSchool,0
16517,15,M,10,0.66,54,0,1,Master,0
16518,15,M,10,0.77,66,0,1,Master,1
16519,13,M,8,0.98,61,3,1,Doctorate,0
16520,12,M,7,0.74,77,4,0,Doctorate,0
16521,15,M,10,0.6,77,4,3,Bachelor,0
16522,14,F,9,0.68,78,2,3,HighSchool,1
16523,14,F,9,0.63,70,1,1,Bachelor,0
16524,13,F,8,0.62,41,4,4,Doctorate,0
16525,14,F,9,0.76,53,3,0,Doctorate,1
16526,12,M,7,0.97,69,6,0,Master,0
16527,15,M,10,0.74,78,0,4,Master,0
16528,13,F,8,0.75,91,1,3,Doctorate,0
16529,12,F,7,0.71,79,7,0,Master,1
16530,13,F,8,0.83,80,5,1,HighSchool,0
16531,15,M,10,0.84,75,4,0,Master,0
16532,14,M,9,0.72,79,1,4,HighSchool,1
16533,12,F,7,1.0,80,4,3,HighSchool,0
16534,11,F,6,0.91,60,6,1,HighSchool,0
16535,12,M,7,0.67,61,7,3,Doctorate,0
16536,11,M,6,0.89,58,8,0,Bachelor,1
16537,14,F,9,0.66,85,2,2,HighSchool,0
16538,11,M,6,0.7,59,3,3,Bachelor,1
16539,15,M,10,0.72,74,1,2,MiddleSchool,0
16540,15,M,10,0.98,90,2,2,Bachelor,0
16541,15,F,10,0.85,49,2,1,HighSchool,0
16542,13,F,8,0.92,60,1,1,MiddleSchool,0
16543,12,F,7,0.63,94,0,0,Bachelor,0
16544,14,F,9,0.86,71,4,2,HighSchool,1
16545,11,M,6,0.98,60,8,2,HighSchool,0
16546,13,F,8,0.7,83,1,0,Doctorate,0
16547,15,M,10,0.69,66,0,0,MiddleSchool,0
16548,15,M,10,0.67,81,7,4,Doctorate,0
16549,13,F,8,0.76,69,2,0,HighSchool,0
16550,15,M,10,0.99,54,6,3,MiddleSchool,0
16551,12,F,7,0.73,76,5,1,MiddleSchool,0
16552,14,F,9,0.62,66,3,0,HighSchool,0
16553,13,M,8,0.85,75,1,3,HighSchool,0
16554,13,M,8,0.92,54,4,4,Bachelor,0
16555,14,F,9,0.61,54,5,1,MiddleSchool,0
16556,14,F,9,0.66,53,3,4,Doctorate,0
16557,15,F,10,0.71,46,7,4,Doctorate,0
16558,12,F,7,0.84,58,3,4,Doctorate,0
16559,13,M,8,0.84,49,6,4,HighSchool,0
16560,15,M,10,0.92,70,2,0,HighSchool,0
16561,15,F,10,0.91,82,0,2,Master,0
16562,15,F,10,0.63,70,6,3,Master,0
16563,11,F,6,0.68,89,1,1,Master,1
16564,14,M,9,0.74,69,3,1,Master,0
16565,12,M,7,0.92,67,3,1,Doctorate,0
16566,15,M,10,0.91,70,3,2,Bachelor,0
16567,14,F,9,0.86,83,6,3,Master,0
16568,14,M,9,0.68,50,8,2,HighSchool,0
16569,11,M,6,0.83,65,6,0,Master,1
16570,12,F,7,0.82,56,4,2,Master,0
16571,14,F,9,0.89,49,6,2,Bachelor,1
16572,13,M,8,0.82,78,4,2,Bachelor,1
16573,14,M,9,0.8,43,2,0,HighSchool,1
16574,11,F,6,0.78,82,8,1,HighSchool,0
16575,12,F,7,0.99,49,3,1,Master,0
16576,13,M,8,0.76,93,0,2,Bachelor,1
16577,13,F,8,0.74,76,3,4,Doctorate,0
16578,15,F,10,0.67,53,2,1,MiddleSchool,1
16579,11,M,6,0.68,82,5,3,MiddleSchool,0
16580,15,F,10,0.84,58,1,1,HighSchool,0
16581,11,M,6,0.92,67,1,2,Doctorate,0
16582,13,M,8,0.76,65,0,3,MiddleSchool,0
16583,14,M,9,0.68,82,7,4,Doctorate,0
16584,13,M,8,1.0,63,1,2,Bachelor,0
16585,14,M,9,0.7,69,1,1,HighSchool,1
16586,15,M,10,0.98,42,0,3,Bachelor,0
16587,14,M,9,0.91,77,4,2,Doctorate,0
16588,11,M,6,0.75,73,3,2,Doctorate,1
16589,14,F,9,0.89,45,4,1,MiddleSchool,0
16590,14,F,9,0.63,70,3,1,Master,1
16591,13,M,8,0.94,46,8,2,Master,0
16592,14,M,9,0.83,40,1,4,Doctorate,0
16593,15,F,10,0.89,86,3,2,MiddleSchool,0
16594,11,F,6,0.66,49,2,2,Bachelor,0
16595,15,M,10,0.93,95,3,0,Master,0
16596,15,M,10,0.69,73,4,0,Bachelor,1
16597,11,F,6,0.63,73,1,1,Doctorate,0
16598,14,F,9,0.68,50,1,3,MiddleSchool,1
16599,12,M,7,0.88,84,6,4,HighSchool,0
16600,13,M,8,0.69,49,7,2,MiddleSchool,1
16601,13,F,8,0.85,70,5,4,Bachelor,1
16602,11,M,6,0.66,44,4,0,HighSchool,1
16603,14,F,9,0.91,88,7,2,MiddleSchool,1
16604,11,M,6,0.9,50,8,0,Bachelor,0
16605,11,M,6,0.82,89,1,2,MiddleSchool,0
16606,14,M,9,0.61,52,5,1,Doctorate,0
16607,15,F,10,0.63,87,7,1,Master,1
16608,15,M,10,0.93,55,2,0,Doctorate,1
16609,15,F,10,0.77,69,1,1,HighSchool,0
16610,14,F,9,0.81,75,4,1,Bachelor,0
16611,13,F,8,0.82,57,1,3,Doctorate,0
16612,15,M,10,0.82,81,2,4,Bachelor,0
16613,14,M,9,0.68,42,8,3,Master,1
